#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
B4GALT3	FUT5	1850302	1844150	9606.ENSP00000320965	9606.ENSP00000252675	0	0	0	0	0.054	0	0.900	0	0.901
B4GALT2	FUT6	1849333	1847043	9606.ENSP00000310696	9606.ENSP00000286955	0	0	0	0	0.052	0	0.900	0	0.901
B4GALT4	B3GNT3	1853803	1850398	9606.ENSP00000352144	9606.ENSP00000321874	0	0	0	0	0.045	0	0.900	0	0.900
GBGT1	FUT4	1855607	1853738	9606.ENSP00000361110	9606.ENSP00000351602	0	0	0	0	0	0	0.900	0	0.900
FUT4	FUT6	1853738	1847043	9606.ENSP00000351602	9606.ENSP00000286955	0	0	0	0.888	0	0	0.900	0	0.900
B3GNT3	B4GALT2	1850398	1849333	9606.ENSP00000321874	9606.ENSP00000310696	0	0	0	0	0.045	0	0.900	0	0.900
GBGT1	FUT6	1855607	1847043	9606.ENSP00000361110	9606.ENSP00000286955	0	0	0	0	0	0	0.900	0	0.900
B4GALT4	FUT3	1853803	1848747	9606.ENSP00000352144	9606.ENSP00000305603	0	0	0	0	0	0	0.900	0	0.900
B4GALT4	FUT6	1853803	1847043	9606.ENSP00000352144	9606.ENSP00000286955	0	0	0	0	0	0	0.900	0	0.900
FUT4	FUT3	1853738	1848747	9606.ENSP00000351602	9606.ENSP00000305603	0	0	0	0.885	0	0	0.900	0	0.900
GBGT1	FUT5	1855607	1844150	9606.ENSP00000361110	9606.ENSP00000252675	0	0	0	0	0	0	0.900	0	0.900
B3GNT3	B4GALT3	1850398	1850302	9606.ENSP00000321874	9606.ENSP00000320965	0	0	0	0	0.045	0	0.900	0	0.900
FUT4	FUT5	1853738	1844150	9606.ENSP00000351602	9606.ENSP00000252675	0	0	0	0.887	0	0	0.900	0	0.900
GBGT1	FUT3	1855607	1848747	9606.ENSP00000361110	9606.ENSP00000305603	0	0	0	0	0	0	0.900	0	0.900
B4GALT1	B3GNT3	1857087	1850398	9606.ENSP00000369055	9606.ENSP00000321874	0	0	0	0	0.045	0	0.900	0	0.900
B4GALT4	FUT5	1853803	1844150	9606.ENSP00000352144	9606.ENSP00000252675	0	0	0	0	0	0	0.900	0	0.900
B4GALT4	FUT4	1853803	1853738	9606.ENSP00000352144	9606.ENSP00000351602	0	0	0	0	0	0	0.900	0	0.900
FUT3	FUT5	1848747	1844150	9606.ENSP00000305603	9606.ENSP00000252675	0	0	0	0.988	0.348	0	0.800	0	0.864
FUT3	FUT6	1848747	1847043	9606.ENSP00000305603	9606.ENSP00000286955	0	0	0	0.985	0.175	0	0.800	0	0.827
FUT6	FUT5	1847043	1844150	9606.ENSP00000286955	9606.ENSP00000252675	0	0	0	0.986	0.090	0	0.800	0	0.810
B4GALT1	B4GALT2	1857087	1849333	9606.ENSP00000369055	9606.ENSP00000310696	0	0	0	0.952	0	0	0.800	0	0.800
B4GALT4	B4GALT3	1853803	1850302	9606.ENSP00000352144	9606.ENSP00000320965	0	0	0	0.927	0	0	0.800	0	0.800
B4GALT3	B4GALT2	1850302	1849333	9606.ENSP00000320965	9606.ENSP00000310696	0	0	0	0.902	0	0	0.800	0	0.800
B4GALT1	B4GALT3	1857087	1850302	9606.ENSP00000369055	9606.ENSP00000320965	0	0	0	0.918	0	0	0.800	0	0.800
B4GALT1	B4GALT4	1857087	1853803	9606.ENSP00000369055	9606.ENSP00000352144	0	0	0	0.923	0	0	0.800	0	0.800
