#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RELA	RELB	1858923	1842834	9606.ENSP00000384273	9606.ENSP00000221452	0	0	0	0.862	0.117	0.555	0.900	0	0.957
RELA	BCL3	1858923	1842291	9606.ENSP00000384273	9606.ENSP00000164227	0	0	0	0	0.102	0.450	0.900	0	0.946
CHUK	NFKBIB	1855248	1849588	9606.ENSP00000359424	9606.ENSP00000312988	0	0	0	0	0	0.451	0.900	0	0.942
IKBKB	NFKBIB	1861846	1849588	9606.ENSP00000430684	9606.ENSP00000312988	0	0	0	0	0	0.422	0.900	0	0.939
RELA	BIRC3	1858923	1845359	9606.ENSP00000384273	9606.ENSP00000263464	0	0	0	0	0.047	0.360	0.900	0	0.933
BIRC3	NFKBIA	1845359	1842621	9606.ENSP00000263464	9606.ENSP00000216797	0	0	0	0	0.158	0	0.900	0	0.912
CHUK	BIRC3	1855248	1845359	9606.ENSP00000359424	9606.ENSP00000263464	0	0	0	0	0.045	0.138	0.900	0	0.910
CHUK	RELB	1855248	1842834	9606.ENSP00000359424	9606.ENSP00000221452	0	0	0	0	0.053	0.132	0.900	0	0.910
IKBKB	REL	1861846	1847519	9606.ENSP00000430684	9606.ENSP00000295025	0	0	0	0	0.140	0	0.900	0	0.910
RELB	NFKBIA	1842834	1842621	9606.ENSP00000221452	9606.ENSP00000216797	0	0	0	0	0.163	0.782	0.540	0	0.908
CHUK	REL	1855248	1847519	9606.ENSP00000359424	9606.ENSP00000295025	0	0	0	0	0.104	0	0.900	0	0.906
REL	RELB	1847519	1842834	9606.ENSP00000295025	9606.ENSP00000221452	0	0	0	0.831	0.054	0.774	0.540	0	0.893
IKBKB	BCL3	1861846	1842291	9606.ENSP00000430684	9606.ENSP00000164227	0	0	0	0	0	0.858	0	0	0.858
CHUK	BCL3	1855248	1842291	9606.ENSP00000359424	9606.ENSP00000164227	0	0	0	0	0	0.858	0	0	0.858
RELB	BCL3	1842834	1842291	9606.ENSP00000221452	9606.ENSP00000164227	0	0	0	0	0.433	0.382	0.540	0	0.825
NFKBIA	BCL3	1842621	1842291	9606.ENSP00000216797	9606.ENSP00000164227	0	0	0	0.717	0.142	0	0.720	0	0.749
REL	BCL3	1847519	1842291	9606.ENSP00000295025	9606.ENSP00000164227	0	0	0	0	0.053	0.450	0.540	0	0.739
HDAC2	BCL3	1861837	1842291	9606.ENSP00000430432	9606.ENSP00000164227	0	0	0	0	0.053	0.396	0	0	0.404
HDAC2	NFKBIA	1861837	1842621	9606.ENSP00000430432	9606.ENSP00000216797	0	0	0	0	0.053	0.396	0	0	0.404
