#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CUL1	KEAP1	1850867	1842313	9606.ENSP00000326804	9606.ENSP00000171111	0	0	0	0	0.057	0.292	0.900	0	0.927
KLHL2	CUL5	1861621	1858067	9606.ENSP00000424198	9606.ENSP00000376808	0	0	0	0	0.057	0.292	0.900	0	0.927
CUL2	KLHL2	1862282	1861621	9606.ENSP00000444856	9606.ENSP00000424198	0	0	0	0	0.057	0.292	0.900	0	0.927
FBXW11	KEAP1	1845689	1842313	9606.ENSP00000265094	9606.ENSP00000171111	0	0	0	0	0.055	0.285	0.900	0	0.926
CUL2	FBXW11	1862282	1845689	9606.ENSP00000444856	9606.ENSP00000265094	0	0	0	0	0.096	0.176	0.900	0	0.919
CUL5	BTRC	1858067	1855188	9606.ENSP00000376808	9606.ENSP00000359206	0	0	0	0	0.100	0.176	0.900	0	0.919
BTRC	CUL3	1855188	1845542	9606.ENSP00000359206	9606.ENSP00000264414	0	0	0	0	0.102	0.176	0.900	0	0.919
CUL5	FBXW11	1858067	1845689	9606.ENSP00000376808	9606.ENSP00000265094	0	0	0	0	0.100	0.176	0.900	0	0.919
CUL2	BTRC	1862282	1855188	9606.ENSP00000444856	9606.ENSP00000359206	0	0	0	0	0.064	0.176	0.900	0	0.916
FBXW11	CUL3	1845689	1845542	9606.ENSP00000265094	9606.ENSP00000264414	0	0	0	0	0.055	0.176	0.900	0	0.915
UBC	RBX1	1852861	1842568	9606.ENSP00000344818	9606.ENSP00000216225	0	0	0	0	0.061	0.120	0.900	0	0.910
CUL2	CUL1	1862282	1850867	9606.ENSP00000444856	9606.ENSP00000326804	0	0	0	0.891	0.134	0	0.900	0	0.909
CUL2	CUL5	1862282	1858067	9606.ENSP00000444856	9606.ENSP00000376808	0	0	0	0.747	0.109	0.065	0.900	0	0.909
KLHL2	BTRC	1861621	1855188	9606.ENSP00000424198	9606.ENSP00000359206	0	0	0	0	0.089	0	0.900	0	0.905
KLHL2	UBC	1861621	1852861	9606.ENSP00000424198	9606.ENSP00000344818	0	0	0	0	0.046	0.068	0.900	0	0.903
CUL5	CUL1	1858067	1850867	9606.ENSP00000376808	9606.ENSP00000326804	0	0	0	0.783	0.058	0.061	0.900	0	0.903
KLHL2	RBX1	1861621	1842568	9606.ENSP00000424198	9606.ENSP00000216225	0	0	0	0	0.049	0.065	0.900	0	0.903
KLHL2	FBXW11	1861621	1845689	9606.ENSP00000424198	9606.ENSP00000265094	0	0	0	0	0.063	0	0.900	0	0.902
