#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
STAT3	IL12B	1845584	1843283	9606.ENSP00000264657	9606.ENSP00000231228	0	0	0	0	0	0	0.900	0	0.900
JAK2	IL12B	1857411	1843283	9606.ENSP00000371067	9606.ENSP00000231228	0	0	0	0	0	0	0.900	0	0.900
IL12RB1	RELA	1860382	1858923	9606.ENSP00000403103	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0	0.900
CXCL1	IL23A	1858329	1843150	9606.ENSP00000379110	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
CD3E	IL23R	1854149	1850338	9606.ENSP00000354566	9606.ENSP00000321345	0	0	0	0	0	0	0.900	0	0.900
STAT3	IL23A	1845584	1843150	9606.ENSP00000264657	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
RELA	IL23R	1858923	1850338	9606.ENSP00000384273	9606.ENSP00000321345	0	0	0	0	0	0	0.900	0	0.900
RELA	IL23A	1858923	1843150	9606.ENSP00000384273	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
CD3E	IL23A	1854149	1843150	9606.ENSP00000354566	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
IL12RB1	CXCL1	1860382	1858329	9606.ENSP00000403103	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
CD3E	IL12B	1854149	1843283	9606.ENSP00000354566	9606.ENSP00000231228	0	0	0	0	0	0	0.900	0	0.900
CXCL1	IL23R	1858329	1850338	9606.ENSP00000379110	9606.ENSP00000321345	0	0	0	0	0	0	0.900	0	0.900
IL12RB1	IL24	1860382	1857961	9606.ENSP00000403103	9606.ENSP00000375795	0	0	0	0	0	0	0.900	0	0.900
CXCL9	IL23A	1854250	1843150	9606.ENSP00000354901	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
IL12RB1	CXCL9	1860382	1854250	9606.ENSP00000403103	9606.ENSP00000354901	0	0	0	0	0	0	0.900	0	0.900
IL24	IL12B	1857961	1843283	9606.ENSP00000375795	9606.ENSP00000231228	0	0	0	0	0	0	0.900	0	0.900
IL24	IL23A	1857961	1843150	9606.ENSP00000375795	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
IL24	JAK2	1857961	1857411	9606.ENSP00000375795	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0	0.900
CXCL1	IL12B	1858329	1843283	9606.ENSP00000379110	9606.ENSP00000231228	0	0	0	0	0.047	0	0.900	0	0.900
CXCL1	CXCL9	1858329	1854250	9606.ENSP00000379110	9606.ENSP00000354901	0	0	0	0.832	0.042	0	0.900	0	0.900
CXCL1	JAK2	1858329	1857411	9606.ENSP00000379110	9606.ENSP00000371067	0	0	0	0	0.043	0	0.900	0	0.900
RELA	STAT3	1858923	1845584	9606.ENSP00000384273	9606.ENSP00000264657	0	0	0	0	0.111	0.360	0	0	0.406
