#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
STAT1	STAT5B	1854113	1847405	9606.ENSP00000354394	9606.ENSP00000293328	0	0	0	0.762	0	0.285	0.900	0	0.925
JAK1	PTPN2	1852670	1849470	9606.ENSP00000343204	9606.ENSP00000311857	0	0	0	0	0.108	0.566	0.800	0	0.915
JAK2	STAT4	1857411	1853690	9606.ENSP00000371067	9606.ENSP00000351255	0	0	0	0	0.097	0.117	0.900	0	0.913
JAK3	PTPN2	1859586	1849470	9606.ENSP00000391676	9606.ENSP00000311857	0	0	0	0	0	0.566	0.800	0	0.909
STAT4	TYK2	1853690	1845624	9606.ENSP00000351255	9606.ENSP00000264818	0	0	0	0	0.046	0.117	0.900	0	0.908
TYK2	STAT3	1845624	1845584	9606.ENSP00000264818	9606.ENSP00000264657	0	0	0	0	0.046	0.117	0.900	0	0.908
JAK3	STAT1	1859586	1854113	9606.ENSP00000391676	9606.ENSP00000354394	0	0	0	0	0.046	0.117	0.900	0	0.908
JAK2	JAK1	1857411	1852670	9606.ENSP00000371067	9606.ENSP00000343204	0	0	0	0.921	0.107	0	0.900	0	0.906
JAK2	TYK2	1857411	1845624	9606.ENSP00000371067	9606.ENSP00000264818	0	0	0	0.890	0.044	0	0.900	0	0.900
PTPN2	STAT3	1849470	1845584	9606.ENSP00000311857	9606.ENSP00000264657	0	0	0	0	0.203	0.407	0.800	0	0.897
PTPN2	STAT5B	1849470	1847405	9606.ENSP00000311857	9606.ENSP00000293328	0	0	0	0	0.221	0.370	0.800	0	0.893
STAT1	PTPN2	1854113	1849470	9606.ENSP00000354394	9606.ENSP00000311857	0	0	0	0	0.180	0.396	0.800	0	0.892
PTPN2	STAT6	1849470	1848146	9606.ENSP00000311857	9606.ENSP00000300134	0	0	0	0	0.180	0.370	0.800	0	0.887
STAT5A	PTPN2	1852428	1849470	9606.ENSP00000341208	9606.ENSP00000311857	0	0	0	0	0.180	0.370	0.800	0	0.887
JAK2	PTPN2	1857411	1849470	9606.ENSP00000371067	9606.ENSP00000311857	0	0	0	0	0.132	0.350	0.800	0	0.877
PTPN2	TYK2	1849470	1845624	9606.ENSP00000311857	9606.ENSP00000264818	0	0	0	0	0	0.350	0.800	0	0.864
STAT4	PTPN2	1853690	1849470	9606.ENSP00000351255	9606.ENSP00000311857	0	0	0	0	0.235	0.094	0.800	0	0.849
STAT4	JAK1	1853690	1852670	9606.ENSP00000351255	9606.ENSP00000343204	0	0	0	0	0.183	0.117	0.800	0	0.843
STAT6	STAT5B	1848146	1847405	9606.ENSP00000300134	9606.ENSP00000293328	0	0	0	0.865	0.092	0.162	0.800	0	0.834
STAT1	STAT4	1854113	1853690	9606.ENSP00000354394	9606.ENSP00000351255	0	0	0	0.952	0	0.173	0.800	0	0.827
STAT5A	STAT6	1852428	1848146	9606.ENSP00000341208	9606.ENSP00000300134	0	0	0	0.863	0.042	0.162	0.800	0	0.825
STAT6	STAT3	1848146	1845584	9606.ENSP00000300134	9606.ENSP00000264657	0	0	0	0.674	0.049	0.126	0.800	0	0.819
JAK3	STAT4	1859586	1853690	9606.ENSP00000391676	9606.ENSP00000351255	0	0	0	0	0.046	0.117	0.800	0	0.816
STAT4	STAT5B	1853690	1847405	9606.ENSP00000351255	9606.ENSP00000293328	0	0	0	0.775	0.109	0	0.800	0	0.814
STAT1	STAT6	1854113	1848146	9606.ENSP00000354394	9606.ENSP00000300134	0	0	0	0.669	0.052	0	0.800	0	0.802
STAT4	STAT6	1853690	1848146	9606.ENSP00000351255	9606.ENSP00000300134	0	0	0	0.693	0	0	0.800	0	0.800
STAT4	STAT5A	1853690	1852428	9606.ENSP00000351255	9606.ENSP00000341208	0	0	0	0.760	0	0	0.800	0	0.800
